ID,Investors Count,Select Inverstors,Total Raised($)
UC_685,15,"Accel, Greycroft, Advancit Capital",263899999.99999997
UC_686,14,"Vertex Ventures Israel, Bessemer Venture Partners, Emerge",1950000000.0
UC_687,9,"Speedinvest, Valar Ventures, Uniqa Ventures",3100000000.0
UC_688,11,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",267730000.00000003
UC_690,22,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",175310000.0
UC_691,8,"SWaN & Legend Ventures, Revolution Growth, Invus Group",678350000.0
UC_692,15,"IA Ventures, Khosla Ventures, AME Cloud Ventures",352480000.0
UC_693,11,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",190730000.0
UC_694,10,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",3970000000.0
UC_695,16,"Costanoa Ventures, Data Collective, Salesforce Ventures",1920000000.0
UC_696,20,"Cherry Ventures, Northzone Ventures, Global Founders Capital",615830000.0
UC_697,10,"IDG Capital, ZhenFund, Sequoia Capital China",3000000000.0
UC_698,10,"Partech Partners, Index Ventures, Quadrille Capital",3000000000.0
UC_699,11,"Newpath Partners, Google Ventures, F-Prime Capital",3150000000.0
UC_700,11,"Polaris Partners, Insight Partners, Norwest Venture Partners",181500000.0
UC_701,9,"Qualcomm Ventures, Accel, Canaan Partners",281300000.0
UC_702,5,"Qualcomm Ventures, Accel, Canaan Partners",361230000.0
UC_703,8,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",517500000.0
UC_704,10,"Kinnevik, Softbank Group, Prosus Ventures",201960000.0
UC_705,12,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",123700000.0
UC_706,10,"Insight Partners, Salesforce Ventures, Perpetual Investors",276050000.0
UC_707,5,"Accel, Greylock Partners, Meritech Capital Partners",1460000000.0
UC_708,22,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",536100000.0
UC_709,18,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",283880000.0
UC_710,12,"Craft Ventures, Caffeinated Capital, Operator Collective",111100000.0
UC_711,16,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",176670000.0
UC_712,15,"GGV Capital, Tiger Global Management, Greycroft",4300000000.0
UC_713,12,"SoftBank Latin America Fund, Advent International, Balderton Capital",4450000000.0
UC_714,4,"Mayfield, Madrona Venture Group, Tiger Global Management",188200000.0
UC_715,11,"Advent International, Battery Ventures, Sequoia Capital Israel",292500000.0
UC_716,9,"Paradigm, Andreessen Horowitz, Jump Capital",118500000.0
UC_717,21,"Jungle Ventures, Helion Venture Partners, INGKA Investments",371690000.0
UC_718,13,"Norwest Venture Partners, Investcorp, Blackstone",472940000.0
UC_719,16,"FirstMark Capital, Tiger Global Management, FTX Venture",2510000000.0
UC_720,11,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",368260000.0
UC_721,4,CDIB Capital,118640000.0
UC_722,19,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",1002999999.9999999
UC_723,8,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",188150000.0
UC_724,14,"Source Code Capital, Global Logistic Properties, K2VC",553610000.0
UC_725,16,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund",168060000.0
UC_726,12,"Goodwater Capital, Floodgate, Founders Fund",1970000000.0
UC_727,19,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",580450000.0
UC_728,30,"IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management",3207000000.0
UC_729,1,Advent International,343700000.0
UC_730,13,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",1740000000.0
UC_731,14,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",3390000000.0
UC_732,8,"Venrock, Innovation Endeavors, Insights Partners",1500000000.0
UC_734,13,"FirstMark Capital, Anthemis, CMFG Ventures",444630000.0
UC_735,12,"BPI France, Kerala Ventures, Accel",266980000.00000003
UC_736,20,"Dynamo VC, Susa Ventures, Founders Fund",201040000.0
UC_737,9,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",193240000.0
UC_738,15,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",373440000.0
UC_739,10,"Mithril, iNovia Capital, Foundry Group",558360000.0
UC_740,7,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",136050000.0
UC_741,10,"KKR, TowerBrook Capital Partners",1243000000.0
UC_742,34,"Khosla Ventures, Horizons Ventures, Founders Fund",706600000.0
UC_743,22,"Spark Capital, Highland Europe, Sunstone Capital",884790000.0
UC_744,4,"Ardian, Tiger Global Management, KKR",1330000000.0
UC_745,10,"Opus Capital, Genesis Partners, Battery Ventures",2780000000.0
UC_746,10,The Carlyle Group,4760000000.0
UC_747,14,"Accelm Scania Growth Capital, Lakestar",310020000.0
UC_748,13,"Auriga, Galeo Ventures, Highland Europe",329900000.0
UC_749,9,"LocalGlobe, Balderton Capital, Target Global",255500000.0
UC_750,4,"Thrive Capital, Khosla Ventures, Tiger Global Management",1300000000.0
UC_751,8,"Zeev Ventures, Group11, Chicago Ventures",197670000.0
UC_753,20,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",265070000.0
UC_754,18,"Glory Ventures, Maniv Mobility",2170000000.0
UC_755,18,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",2170000000.0
UC_756,17,"Polychain Capital, Coinbase Ventures, Jump Capital",109400000.0
UC_757,16,None,4430000000.0
UC_758,9,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",192500000.0
UC_759,8,"8VC, Norwest Venture Partners, Tiger Global Management",151600000.0
UC_760,19,"HV Capital, Softbank Group, BlackRock",750370000.0
UC_761,22,"Intact Ventures, Munich Re Ventures, General Atlantic",4280000000.0
UC_762,15,"M13, Lightspeed Venture Partners, Lone Pine Capital",120980000.0
UC_763,3,"Mangrove Capital Partners,14W. ForgeLight",900000000.0
UC_764,34,"Khosla Ventures, General Catalyst, Blumberg Capital",553500000.0
UC_765,91,"Foundation Capital, 	Frontier Ventures, AltaIR Capital",136050000.0
UC_766,8,"Chiratae Ventures, SoftBank Group, Trifecta Capital",291500000.0
UC_767,6,"WestBridge Capital, GSV Ventures, Elevar Equity",1660000000.0
UC_768,12,"Edison Partners, Georgian Partners, VentureLink",287880000.0
UC_769,7,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners",2050000000.0
UC_770,5,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",53050000.0
UC_771,15,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",154300000.0
UC_773,17,"Goldman Sachs, Leonardo DiCaprio, Promecap",285710000.0
UC_774,1,Inflexion Private Equity,200110000.0
UC_775,7,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",319890000.0
UC_776,11,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",153300000.0
UC_777,8,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",249210000.0
UC_778,9,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",131940000.0
UC_779,16,"FundersClub, Y Combinator, Tiger Global Management",219640000.0
UC_780,22,"Founders Fund, Upfront Ventures, 	01 Advisors",217200000.0
UC_781,10,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",284520000.0
UC_782,2,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical",62120000.0
UC_783,5,"Intel Capital, Aviv Venture Capital",77400000.0
UC_784,20,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",1761000000.0
UC_785,26,"Accel Partners, Greylock Partners, Lowercase Capital",2810000000.0
UC_786,25,"SoftBankGroup, Blackrock, Alibaba Group",1776000000.0
UC_787,11,"Matrix Partners, Passport Capital, Rho Ventures",3000000000.0
UC_788,8,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",510600000.0
UC_789,2,None,520000000.0
UC_790,2,"Silver Lake Partners, General Atlantic",1050000000.0
UC_791,6,"Banyan Capital, New Horizon Capital, IDG Capital Partners",224400000.0
UC_792,6,"5Y Capital, Matrix Partners China, K2VC",1200000000.0
UC_794,7,Woodford Investment Management,345550000.0
UC_795,14,"IDG Capital, Northern Light Venture Capital, DCM Ventures",2930000000.0
UC_796,9,"Accel Partners, Comcast Ventures, General Atlantic",324650000.0
UC_797,6,"Sequoia Capital China, ZhenFund, K2 Ventures",231600000.0
UC_798,3,"KKR, Alibaba Group, Ping An Insurance",3000000000.0
UC_799,5,"SAIF Partners China, Baidu, IDG Capital",3200000000.0
UC_800,3,"China Minsheng Investment, Baidu, Wanxin Media",223290000.0
UC_801,10,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",3150000000.0
UC_802,5,Hinduja Group,348500000.0
UC_803,3,"Tencent, Vcanbio",1990000000.0
UC_804,3,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",2550000000.0
UC_805,2,"Berkshire Partners, Norwest Venture Partners",0.0
UC_806,7,"Sequoia Capital China, SIG Asia Investments, ZhenFund",259640000.0
UC_807,7,"58.com, Tencent Holdings",9900000000.0
UC_808,6,"Warburg Pincus, Summit Partners, Sands Capital",393790000.0
UC_809,9,"K2 Ventures, Matrix Partners China, IDG Capital",361250000.0
UC_810,16,"Standard Chartered, FinSight Ventures, Affirma Capital",6490000000.0
UC_811,2,"Blue Label Telecoms, Net1 UEPS Technologies",546970000.0
UC_812,8,"Co-Energy Finance, Grandland",182050000.0
UC_813,2,"K2 Global, 500 Startups",15400000.0
UC_814,13,None,8960000000.0
UC_815,5,"Morningside Venture Capital, IDG Capital, DCM Ventures",3000000000.0
UC_816,5,"Tencent Holdings, DCM Ventures",6720000000.0
UC_817,8,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",2000000000.0
UC_818,6,Ginko Ventures,3300000000.0
UC_819,4,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",630000000.0
UC_820,31,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",522799999.99999994
UC_821,10,"China Investment Corporation, New Enterprise Associates",253020000.0
UC_822,14,"Silicon Valley Bank, QED Investors, European Founders Fund",613160000.0
UC_823,4,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",3940000000.0
UC_825,2,"One Luxury Group, Eurazeo",820000000.0
UC_826,12,"Qiming Venture Partners, China Broadband Capital, CDH Investments",368600000.0
UC_827,22,"Prometheus Capital, Matrix Partners China, JD Capital Management",3390000000.0
UC_828,5,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",696760000.0
UC_829,2,GCP Capital Partners,51930000.0
UC_830,28,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",1283000000.0
UC_831,7,"U.S.-China Green Fund, Founder H Fund, Richland Equities",138530000.0
UC_832,22,"Lakestar, Battery Ventures, New Enterprise Associates",3960000000.0
UC_833,8,"China Everbright Limited, IDG Capital, iFLYTEK",629580000.0
UC_834,22,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",1700000000.0
UC_835,6,"Movile, Just Eat, Naspers",591860000.0
UC_836,9,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",433610000.0
UC_837,9,"Target Global, UBS Asset Management, Mubadala Capital",433610000.0
UC_838,20,SoftBank Group,310300000.0
UC_839,20,"Astanor Ventures, Upfront Ventures, IDInvest Partners",393400000.0
UC_840,36,"BOC International, TopoScend Capital, Hongxiu VC",287850000.0
UC_841,8,"JAFCO Co, Bitmain Technologies, IDG Capital",1580000000.0
UC_842,5,"DST Global, Sequoia Capital China, Gaorong Capital",0.0
UC_843,17,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",327180000.0
UC_844,4,China Prosperity Capital,0.0
UC_845,13,"TAL Education Group, Legend Star, Alibaba Group",306160000.0
UC_846,11,"SBI Investment Korea, Partners Investment, GIC",2036000000.0
UC_847,10,"Aglae Ventures, Global Founders Capital, Alven Capital",297500000.0
UC_848,18,"American Express Ventures, Goldman Sachs, Bain Capital Credit",1365000000.0
UC_849,19,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",95910000.0
UC_850,14,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",539680000.0
UC_852,3,"FTV Capital, Endeavor",4600000000.0
UC_853,15,"Matrix Partners China, Bright Venture Capita, Shenzhen Capital Group",614440000.0
UC_854,11,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",588070000.0
UC_855,6,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",130300000.00000001
UC_856,3,"OLX Group, KCK Group, EXOR Seeds",2790000000.0
UC_857,8,"Union Square Ventures, Altos Ventures, Costanoa Ventures",620000000.0
UC_858,7,"Lightspeed Venture Partners, Data Collective, 8VC",1920000000.0
UC_859,30,"JOY Capital, NIO Capital, Blueflame Capital",978400000.0
UC_860,3,One Equity Partners,8000000000.0
UC_861,13,"Novator Partners, True, Causeway Media Partners",5970000000.0
UC_862,9,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",1000000000.0
UC_864,16,"MMC Ventures, BGF Ventures, Unilever Ventures",3610000000.0
UC_865,22,"WRVI Capital, Caffeinated Capital, Y Combinator",247610000.0
UC_866,7,"8VC, Menlo Ventures, Tiger Global Management",200180000.0
UC_867,6,"Insight Partners, Bain Capital Ventures",2510000000.0
UC_868,5,"IDG Capital, Francisco Partners, ZhenFund",140230000.0
UC_869,10,"Flybridge Capital Partners, SoftBank Group, Monashees+",304580000.0
UC_870,9,"Wellington Management, Eurazeo, Citi Ventures",3700000000.0
UC_871,18,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",111500000.0
UC_872,10,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",3250000000.0
UC_873,10,"SCB 10X, Krungsri Finnovate, eWTP Capital",3600000000.0
UC_874,12,"C5 Capital, Hemisphere Ventures, The Venture Collective",2300000000.0
UC_875,8,"Scale Venture Partners, Bond, Tiger Global Management",315820000.0
UC_876,11,"CRV, Y Combinator, Initialized Capital",235620000.0
UC_877,5,"New Enterprise Associates, Accel, Bond",126500000.0
UC_878,7,"Bojiang Capital, Hongdao Capital, Mobai Capital",230310000.0
UC_879,12,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",3440000000.0
UC_880,32,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",170720000.0
UC_881,9,"TLV Partners, Lightspeed Venture Partners, M12",2650000000.0
UC_882,10,None,352320000.0
UC_883,15,"B Capital Group,, GE Ventures, McKesson Ventures",259180000.0
UC_884,10,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",1630000000.0
UC_885,10,"Global Founders Capital, Shea Ventures, Greycroft",277800000.0
UC_886,9,"Matrix Partners China, Sequoia Capital China, Hundreds Capital",397280000.0
UC_887,20,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",165710000.0
UC_888,12,"Greycroft, Loeb.NYC, DST Global",341510000.0
UC_890,11,"Silverton Partners, Accel, Ballast Point Ventures",255080000.0
UC_891,10,"American Family Ventures, Cox Enterprises, OMERS Ventures",3070000000.0
UC_892,14,"TDK Ventures, Social Capital, D1 Capital Partners",362550000.0
UC_893,15,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",3910000000.0
UC_894,12,"Pantera Capital, Cadenza Ventures, BlockTower Capital",13100000.0
UC_895,20,"Union Square Ventures, Insight Partners, Spark Capital",156520000.0
UC_897,11,"Thrive Capital, Durable Capital Partners, G Squared",5700000000.0
UC_898,8,"Smilegate Investment, DSC Investments, KTB Ventures",187570000.0
UC_899,20,"Accel, Cobalt Capital, Andreessen Horowitz",173920000.0
UC_900,12,"Eastern Bell Capital, Danhua Capital, MSA Capital",2000000000.0
UC_901,12,"XBTO Ventures, Raven One Ventures, SK Ventures",100250000.0
UC_902,23,"Norwest Venture Partners, Hillsven Capital, Aleph",480340000.0
UC_903,11,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",319720000.0
UC_904,4,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",221030000.0
UC_905,5,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",64080000.0
UC_906,5,"Iris Capital, Accel, Elaia Partners",64080000.0
UC_907,9,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",206320000.0
UC_909,22,"Sequoia Capital, Founders Fund, Bling Capital",126550000.0
UC_910,22,Bregal Sagemount,126550000.0
UC_912,16,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",154030000.0
UC_913,2,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",80000000.0
UC_914,10,"Optum Ventures, Qiming Venture Partners, Transformation Capital",2630000000.0
UC_915,13,"Delian Capital, China International Capital Corporation, Sequoia Capital China",110590000.0
UC_916,31,None,684520000.0
UC_917,10,"Insight Partners, Ignition Partners, Georgian Partners",119830000.0
UC_918,14,"Salesforce Ventures, next47, Pereg Ventures",184500000.0
UC_919,22,"Bessemer Venture Partners, MoreVC, Team8",6320000000.0
UC_920,10,"Genesis Partners, Aleph, Insight Partners",91500000.0
UC_921,15,"Balderton Capital, Next World Capital, Draper Esprit",225630000.0
UC_922,17,"Javelin Venture Partners, TTV Capital, Peterson Ventures",157620000.0
UC_923,3,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",910000000.0
UC_924,5,"Foundation Capital, 	Summit Partners, Adams Street Partners",216500000.0
UC_925,13,"Hyde Park Venture Partners,	FundersClub. Bain Capital Ventures",331100000.0
UC_926,9,"Tiger Global Management, Sequoia Capital India, SoftBank Group",573820000.0
UC_927,17,"CE-Ventures, BECO Capital, Nordstar",502200000.0
UC_928,17,None,502200000.0
UC_929,12,"General Catalyst, Future Ventures, AU21",108030000.0
UC_930,18,"SEED Capital, Greyhound Capital, Socii Capital",371290000.0
UC_931,15,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",217300000.0
UC_932,15,"Index Ventures, Sequoia Capital, General Catalyst",217300000.0
UC_933,1,"Foundry Group, Scale Venture Partners, SoftBank Group",1500000.0
UC_934,9,"NetEase Capital, Northern Light Venture Capital, Microsoft",0.0
UC_936,23,"Y Combinator, M12, SEEK",273250000.0
UC_937,6,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",132350000.0
UC_938,20,"Accel, Sands Capital, International Finance Corporation",330880000.0
UC_939,22,None,259100000.00000003
UC_940,5,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",235940000.0
UC_941,26,"Wing Venture Capital, Slow Ventures, Uncork Capital",335020000.0
UC_942,8,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",238120000.0
UC_943,9,"Accomplice, Oak Investment Partners, Georgian Partners",203750000.0
UC_944,10,"Greylock Partners, Google Ventures, BlackRock",1350000000.0
UC_945,9,"Greylock Partners, Google Ventures, BlackRock",293610000.0
UC_946,26,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",199470000.0
UC_947,10,"Qualcomm Ventures, Woori Investment, Hanwha Investment & Securities",72440000.0
UC_948,6,"Andreessen Horowitz, Homebrew, Point72 Ventures",345350000.0
UC_950,8,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",98960000.0
UC_951,8,None,131460000.00000001
UC_952,2,"Ardian, Bain Capital",938710000.0
UC_953,14,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",3500000000.0
UC_954,55,"GGV Capital, BlackRock, ACE & Company",396060000.0
UC_957,8,"Accel, Y Combinator, Amasia",215010000.0
UC_958,17,"Anthemis, Connect Ventures, Northzone Ventures",271800000.0
UC_959,3,"Advent International, PSG, Providence Equity Partners",0.0
UC_960,17,"Rembrandt Venture Partners, M12, Altos Ventures",271800000.0
UC_961,13,"Yunqi Partners, SoftBank Group, iVision Ventures",228790000.0
UC_962,2,"Tencent Holdings, Hillhouse Capital Management",1000000000.0
UC_963,15,None,976500000.0
UC_964,13,"Accel, Tiger Global Management, Omidyar Network",308380000.0
UC_965,14,"Sequoia Capital, Thrive Capital, Sound Ventures",238300000.0
UC_966,12,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",245220000.0
UC_967,21,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",3380000000.0
UC_968,3,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",1100000000.0
UC_969,6,"Greylock Partners, Lux Capital, General Atlantic",255340000.0
UC_970,3,"True Ventures, Altimeter Capital, Redpoint Ventures",171850000.0
UC_971,8,"Index Ventures, IDInvest Partners, Daphni",328430000.0
UC_972,31,"Sequoia Capital India, The Times Group, GMO VenturePartners",248960000.0
UC_973,17,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",671930000.0
UC_974,3,"Vitruvian Partners, Merieux Equity Partners, Straumann",210080000.0
UC_975,18,"Valor Capital Group, Lightrock, Softbank Group",377930000.0
UC_976,1,"Innovation Endeavors, Aleph, Temasek",0.0
UC_977,13,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",2940000000.0
UC_978,8,"GGV Capital, GSR Ventures, FreesFund",142270000.0
UC_979,14,"Sequoia Capital China, Linear Venture, Hearst Ventures",1100000000.0
UC_980,2,FTV Capital,64500000.0
UC_981,9,"Cowboy Ventures, Leaders Fund, GGV Capital",128199999.99999999
UC_982,13,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",558710000.0
UC_983,23,"Insight Partners, AltaIR Capital, Norma Investments",2130000000.0
UC_984,11,"Acero Capital, General Catalyst, M12",2690000000.0
UC_985,8,"Equal Ventures, Uncork Capital, Andreessen Horowitz",130600000.0
UC_986,17,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping",287830000.0
UC_987,13,"Accel, Falcon Edge Capital, Norwest Venture Partners",228580000.0
UC_988,10,"Khosla Ventures,General Catalyst, Victory Park Capital",6620000.0
UC_989,2,"Goldman Sachs Asset Management, 3L",1000000000.0
UC_991,12,"Google Ventures, Cathay Innovation, NJF Capital",254100000.0
UC_992,11,"Paladin Capital Group, Greycroft, Scale Venture Partners",257800000.0
UC_993,14,"General Atlantic, Elevation Capital, BEENEXT",371400000.0
UC_994,30,"Gunosy Capital, Blume Ventures, Das Capital",303730000.0
UC_995,15,"British Patient Capital, SEB Venture Capital, IQ Capital",402050000.0
UC_996,4,"Khosla Ventures, General Catalyst, Navitas Capital",2050000000.0
UC_997,14,"DST Global, General Catalyst, Monashees+",108500000.0
UC_998,15,"RRE Ventures+, Highland Capital Partners, The Carlyle Group",492050000.0
UC_999,10,"Andreessen Horowitz, Intel Capital, Foundation Capital",160600000.0
UC_1000,3,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",0.0
UC_1001,4,"KKR, FTV Capital, Ten Eleven Ventures",3300000000.0
UC_1002,6,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",126350000.0
UC_1003,20,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",508480000.0
UC_1004,12,"NewAlpha, XAnge Private Equity, Tencent Holdings",260329999.99999997
UC_1005,13,"Cherry Ventures, Felix Capital, 83North",766700000.0
UC_1006,18,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",397860000.0
UC_1007,8,"Thrive Capital, General Catalyst, Coatue Management",1410000000.0
UC_1008,7,"Insight Partners, Lightspeed Venture Partners, CyberStarts",2200000000.0
UC_1009,6,"Alpargatas, GS Growth, Lightspeed Venture Partners",440000000.0
UC_1010,33,"Vostok New Ventures, The Raine Group, Balderton Capital",517900000.0
UC_1011,7,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",203910000.0
UC_1012,13,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",2330000000.0
UC_1013,22,"Atomico, Hanaco Venture Capital, TriplePoint Capital",601590000.0
UC_1014,11,None,4860000000.0
UC_1015,6,"TPG Capital, Apax Partners, TA Associates",6880000000.0
UC_1016,8,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",501640000.0
UC_1017,7,"Franklin Templeton, Motive Partners. Apollo Global Management",2830000000.0
UC_1018,19,"Fifth Wall Ventures, JBV Capital, Array Ventures",166340000.0
UC_1019,6,"AWZ Ventures, Blackstone, Insight Partners",1850000000.0
UC_1020,10,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",106700000.0
UC_1021,13,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",126300000.0
UC_1022,26,"Accel, 14W, GS Growth",315430000.0
UC_1023,25,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",144430000.0
UC_1024,13,"QED Investors, DST Global, Endeavor",202500000.0
UC_1025,12,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",79420000.0
UC_1026,12,"Atomico, NGP Capital, Google Ventures",2730000000.0
UC_1027,15,"Earlybird Venture Capital, Eleven Ventures, QED Investors",236500000.0
UC_1029,26,"Lemniscap VC, North Island Ventures, Polychain Capital",63750000.0
UC_1030,6,"Battery Ventures, Tiger Global Management, Hanaco Ventures",1710000000.0
UC_1031,11,"Nexus Venture Partners, Vertex Ventures, STRIVE",136510000.0
UC_1032,7,"New Enterprise Associates, Benchmark, Two Sigma Ventures",181060000.0
UC_1033,10,"Fasanara Capital, Tiger Global Management, Baleen Capital",7000000000.0
UC_1034,30,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",449720000.0
UC_1035,6,"8VC, Liberty Strategic Capital, Eden Global Partners",525500000.0
UC_1036,11,"Zeev Ventures, Bond, Fifth Wall Ventures",604500000.0
